qid10,qid20,qid30,qid40,qid50,qid60,qid70,qid80,qid90,qid100,qid110,score0,score1,score2,score3,score4,score5,score6
5,3,4,4,4,4,4,3,4,5,3,63,46,46,30,0,8.33,60
4,5,4,4,3,4,5,3,5,4,3,75,18,0,38.5,0,41.67,80
5,3,2,3,2,5,4,2,3,5,4,45,46,64,48,60,16.67,0
4,5,5,5,3,4,4,2,3,3,4,75,0,0,26.5,20,25,30
4,3,4,4,4,4,4,5,4,3,1,93,10,0,30,0,8.33,70
5,3,3,2,3,4,4,2,3,3,4,40,82,64,60.5,0,33.34,0
4,5,4,4,5,4,4,2,4,4,3,83,18,0,30,0,8.33,70
5,3,4,4,4,4,5,2,4,5,4,63,46,46,30,0,8.33,60
3,4,4,4,4,4,4,5,4,3,2,70,54,46,34.5,20,25,60
4,5,3,4,4,4,4,5,4,4,1,78,18,18,21.5,0,16.67,70
4,5,4,4,4,4,4,2,4,3,4,83,18,0,30,0,8.33,90
5,3,4,4,5,4,4,5,3,5,3,60,64,18,56.5,0,8.33,40
4,3,4,4,4,4,4,3,4,5,2,78,28,0,38.5,0,8.33,70
5,5,4,2,5,5,4,2,4,5,4,53,36,46,25.5,40,25,40
5,5,4,4,5,4,4,2,4,5,3,73,54,18,30,0,8.33,60
5,5,4,2,2,4,4,5,4,3,2,73,54,18,51,0,25,40
5,5,2,2,2,5,4,2,3,5,3,35,36,46,52,40,33.34,20
5,3,4,4,4,4,4,5,4,3,3,83,46,18,30,0,8.33,60
4,5,4,4,4,5,4,5,4,3,2,88,0,0,21.5,40,8.33,90
5,3,4,2,4,4,4,5,3,5,2,65,46,46,52,0,8.33,40
4,3,4,4,4,4,4,5,4,3,2,73,10,28,38.5,0,25,70
4,5,4,4,4,4,4,5,4,5,3,73,36,28,38.5,0,8.33,90
4,4,4,2,4,5,4,2,3,5,3,47,36,46,56.5,40,8.33,50
5,3,4,4,4,4,4,5,4,4,3,78,46,46,38.5,0,25,60
5,3,4,5,3,5,4,3,3,4,4,35,64,46,60.5,40,58.34,20
5,5,4,2,2,4,4,5,4,3,1,78,54,18,42.5,0,8.33,40
5,5,4,4,4,4,4,5,3,5,3,75,54,18,48,0,8.33,80
5,5,4,2,4,4,4,2,5,3,4,85,18,18,17,0,8.33,70
4,5,4,3,4,4,5,5,4,3,2,78,18,18,38.5,20,41.67,70
4,4,4,2,4,4,4,3,4,3,3,65,36,46,38.5,0,8.33,50
5,4,4,4,5,4,4,5,3,5,3,57,54,64,44,0,25,40
5,5,4,3,4,4,4,2,4,3,3,78,54,36,30,20,25,60
3,3,4,3,3,4,4,5,4,5,2,63,28,46,30,40,58.34,20
5,3,2,2,5,4,5,3,3,5,2,40,64,18,52,0,16.67,0
5,5,4,4,3,4,4,2,4,4,4,78,36,18,21.5,0,25,60
5,5,3,5,4,4,4,2,4,3,3,68,54,36,17,0,16.67,40
5,5,4,4,4,4,4,2,4,3,5,88,18,18,13,0,8.33,80
4,4,4,4,4,5,4,5,5,4,3,87,18,18,26,40,8.33,80
5,3,4,5,3,5,4,2,3,5,4,40,46,46,52,40,41.67,20
5,3,4,2,4,4,4,5,4,3,3,78,46,18,34,0,8.33,40
5,5,3,3,4,4,4,2,4,3,4,53,54,82,21.5,20,50.01,40
4,3,4,4,3,4,4,5,4,3,2,68,28,0,38.5,0,25,50
5,5,4,2,4,5,4,2,4,3,5,63,54,46,34,40,8.33,60
4,3,4,4,4,4,4,3,5,5,2,70,28,0,47,0,25,80
5,5,4,5,4,4,5,2,3,5,3,65,36,18,43.5,0,25,60
5,4,5,4,2,4,4,5,3,5,2,52,54,64,52.5,20,25,20
5,5,4,4,4,5,4,2,4,4,3,83,36,18,21.5,40,8.33,80
4,3,4,2,4,4,5,2,4,5,4,63,10,0,34,0,25,50
5,5,5,3,5,4,4,2,4,3,3,83,18,36,4.5,40,25,20
5,5,4,4,4,4,4,3,4,5,2,83,18,18,13,0,8.33,80
5,5,4,2,4,4,4,5,4,3,2,83,36,18,25.5,0,8.33,60
4,3,5,4,4,4,4,5,5,4,2,65,46,0,47,20,25,60
5,5,4,4,3,4,4,2,5,3,5,80,18,18,13,0,25,70
4,3,4,2,2,4,5,2,4,4,3,63,28,0,51,0,8.33,30
4,3,4,3,4,4,4,5,4,5,2,63,46,18,55.5,20,41.67,50
5,5,4,2,4,4,4,5,3,4,3,85,18,18,35,0,8.33,60
4,3,4,2,4,4,4,5,4,4,2,78,28,0,42.5,0,8.33,50
5,5,4,2,3,4,4,2,4,3,3,68,18,18,25.5,0,41.67,40
4,5,4,4,4,4,4,5,4,5,2,88,0,0,21.5,0,8.33,90
5,5,4,4,4,4,4,2,5,5,3,70,36,46,21.5,0,25,90
5,5,3,5,4,4,4,2,4,4,5,63,54,64,8.5,0,16.67,40
5,3,4,4,4,4,4,5,4,3,2,78,64,46,38.5,0,8.33,60
3,3,5,2,2,4,4,2,3,5,4,45,28,0,52,40,41.67,0
4,3,4,5,5,4,4,2,4,4,4,68,10,0,34,0,25,30
5,5,4,4,4,4,4,3,4,3,3,68,36,46,30,0,25,80
5,5,4,4,4,4,4,2,4,3,3,78,36,18,30,0,25,80
5,3,4,2,4,4,4,5,4,5,3,68,46,18,42.5,0,25,40
5,3,3,4,4,4,4,2,3,3,3,60,64,64,48,0,16.67,40
4,3,5,5,5,4,4,3,5,5,1,65,28,0,34,20,25,20
5,5,4,5,4,4,4,2,4,3,4,68,54,18,25.5,0,8.33,60
5,5,5,3,5,4,4,5,5,5,2,65,36,64,13,40,25,30
5,3,4,4,4,4,4,3,4,5,2,63,64,18,38.5,0,8.33,60
4,4,2,2,2,4,4,5,3,3,2,57,54,18,73.5,0,16.67,10
4,3,4,4,4,4,4,5,4,4,3,78,28,0,38.5,0,8.33,70
5,3,4,5,4,4,5,2,4,3,3,73,46,46,25.5,0,8.33,40
4,5,5,4,4,5,4,2,4,4,3,73,0,0,13,60,8.33,70
5,5,4,4,5,4,4,5,3,5,4,70,54,18,48,0,8.33,60
4,5,4,4,4,4,4,2,4,4,4,93,18,0,30,0,8.33,90
4,3,4,5,4,4,4,5,4,5,2,53,46,28,42.5,0,25,50
4,5,4,4,5,4,4,2,3,3,3,85,0,0,39.5,0,8.33,70
5,5,4,4,4,4,4,2,4,4,3,78,36,46,21.5,0,8.33,80
5,5,4,4,2,4,5,2,3,5,4,75,36,18,48,0,8.33,60
5,3,4,3,2,4,4,2,4,3,3,68,46,36,38.5,20,25,20
5,5,4,3,4,4,4,5,4,3,2,73,36,64,30,20,41.67,60
4,5,4,4,4,4,4,2,3,4,3,95,0,0,39.5,0,8.33,90
5,5,5,3,4,5,4,2,3,5,3,65,36,36,31,80,41.67,40
5,5,4,2,4,4,4,5,4,5,2,78,36,46,25.5,0,8.33,60
5,3,2,2,4,5,5,3,4,5,2,48,64,46,34,40,0,20
4,5,4,4,5,4,4,3,4,5,2,78,0,0,21.5,0,8.33,70
4,5,4,5,3,4,4,4,4,5,2,63,36,0,34,0,25,50
5,5,4,4,4,4,4,3,4,3,4,88,18,18,13,0,8.33,80
5,5,4,2,5,4,4,2,4,3,3,88,18,18,17,0,8.33,40
5,5,4,5,5,4,4,2,4,3,4,63,36,46,25.5,0,41.67,40
5,5,4,5,3,5,4,2,3,5,4,40,54,46,52,40,58.34,40
4,3,4,2,4,4,4,5,5,3,2,90,10,0,34,0,8.33,60
5,5,5,4,4,4,4,2,4,3,5,88,18,18,4.5,20,8.33,60
5,3,4,4,4,4,4,2,4,4,4,78,46,46,30,0,8.33,60
5,3,4,3,4,4,4,5,3,5,2,65,46,64,56.5,20,41.67,40
5,4,4,5,5,4,4,5,4,4,2,70,72,36,30,0,8.33,20
5,3,4,3,4,4,4,5,4,3,2,73,46,36,30,20,25,40
4,5,4,4,4,4,4,2,5,4,3,85,18,0,30,0,8.33,100
5,5,4,3,4,4,4,3,5,3,3,75,36,64,21.5,20,25,70
5,5,5,2,5,4,4,2,3,3,5,55,54,46,43.5,20,25,20
5,3,2,3,2,4,4,5,3,3,3,50,46,64,56.5,20,33.34,0
3,5,4,4,4,4,4,5,4,4,2,98,0,0,13,20,25,80
5,5,4,4,4,4,4,2,3,5,2,75,36,18,48,0,25,80
4,5,4,4,3,4,4,5,4,4,2,83,18,0,30,0,25,70
4,5,4,4,4,4,4,2,4,4,5,88,18,0,30,0,8.33,90
5,3,4,2,4,4,4,2,5,4,2,85,46,18,34,0,8.33,50
3,3,3,3,2,5,4,2,3,5,3,40,46,64,48,80,33.34,0
4,5,3,2,5,4,4,2,3,5,4,65,18,46,43.5,0,16.67,30
5,5,4,2,2,4,4,2,4,5,4,78,18,18,25.5,0,8.33,40
4,3,4,4,5,4,4,2,4,3,4,83,28,0,38.5,0,8.33,50
5,5,5,2,5,4,4,2,5,3,3,80,36,18,17,20,8.33,30
5,3,4,4,2,4,4,5,4,3,2,73,64,18,47,0,8.33,40
5,3,4,4,3,4,4,2,4,3,3,73,46,18,30,0,25,40
5,5,4,4,5,4,4,2,4,5,3,83,18,18,21.5,0,25,60
5,5,4,4,4,4,4,5,4,3,2,88,36,18,21.5,0,8.33,80
4,5,4,2,4,4,4,2,4,3,2,88,18,0,34,0,8.33,70
4,3,2,5,2,4,4,5,3,5,2,50,28,28,52,0,0,10
5,3,4,3,5,4,4,3,4,3,3,53,46,64,38.5,20,41.67,20
5,3,4,2,3,4,4,5,4,5,2,63,46,18,34,0,25,20
5,5,4,4,3,4,4,5,4,5,2,88,18,18,13,0,25,60
5,5,4,2,4,4,4,2,4,3,3,93,18,18,17,0,8.33,60
5,5,4,3,4,4,4,5,3,5,2,75,18,36,31,20,25,60
5,3,4,4,4,4,4,3,4,3,3,83,28,18,21.5,0,8.33,60
4,5,4,4,4,4,4,4,5,4,2,65,36,28,47,0,41.67,100
5,5,4,3,4,4,4,2,4,3,3,93,18,36,13,20,25,60
5,3,4,5,4,4,4,2,5,3,3,80,46,18,25.5,0,8.33,50
5,5,4,5,2,4,4,2,4,3,5,83,18,18,17,0,8.33,40
5,5,3,5,5,4,4,2,4,3,4,53,72,64,17,0,0,20
5,3,4,4,4,5,5,5,4,3,2,63,46,46,30,40,8.33,60
5,5,4,2,4,4,4,2,4,3,4,88,18,18,17,0,8.33,60
4,5,4,4,5,5,4,2,4,4,3,63,18,28,38.5,40,41.67,70
4,5,3,4,4,4,4,3,4,4,3,83,36,18,21.5,0,0,70
5,5,4,2,3,5,4,2,4,3,3,68,18,18,17,40,25,40
3,3,4,3,4,5,4,5,3,3,2,60,28,46,48,80,41.67,40
5,4,5,4,4,5,4,4,3,5,3,57,72,64,44,60,8.33,40
5,3,4,3,5,4,4,5,5,5,3,60,46,36,30,20,25,30
5,5,4,5,4,4,4,2,5,4,3,85,36,18,17,0,8.33,70
5,5,4,5,4,5,5,2,4,3,3,58,54,18,34,40,25,60
5,5,4,3,2,5,4,2,4,3,3,58,36,36,38.5,60,58.34,40
5,4,4,3,4,5,4,5,3,5,2,52,54,82,44,60,25,40
5,5,4,5,4,4,4,2,4,4,5,83,36,18,17,0,8.33,60
5,3,4,2,5,4,4,2,5,3,3,70,46,18,34,0,8.33,30
4,3,4,2,4,4,4,5,4,3,2,78,28,0,42.5,0,8.33,50
5,5,4,4,4,4,4,5,5,5,3,80,18,18,13,0,8.33,90
4,5,4,3,2,4,4,2,4,5,5,73,0,18,38.5,20,41.67,50
4,5,4,5,4,4,4,2,4,3,4,83,0,28,25.5,0,25,70
5,5,4,2,5,4,4,3,4,5,3,68,36,18,25.5,0,8.33,40
4,5,3,5,3,5,4,2,4,3,3,58,36,46,17,40,33.34,30
5,4,4,3,3,4,4,5,4,5,3,70,36,82,17.5,20,41.67,20
5,5,4,4,4,4,4,5,5,4,2,100,18,18,13,0,8.33,90
5,5,4,5,5,4,5,4,3,3,2,55,54,46,43.5,0,25,40
5,5,4,2,5,4,5,5,3,5,2,65,18,46,43.5,0,25,40
5,5,4,4,5,4,4,2,4,5,3,63,36,46,21.5,0,8.33,60
5,3,4,4,5,4,4,5,4,5,2,53,64,46,47,0,25,40
5,3,4,5,2,4,4,2,4,4,4,63,46,46,34,0,8.33,20
5,3,4,5,5,4,4,3,4,3,3,78,28,18,17,0,8.33,20
5,5,4,3,4,5,4,5,3,5,3,70,18,36,39.5,60,41.67,60
5,5,4,4,4,4,4,2,4,3,5,83,36,18,21.5,0,25,80
5,5,4,4,4,4,4,2,4,3,3,83,36,18,21.5,0,8.33,80
5,3,5,5,4,4,4,2,3,3,4,60,64,18,43.5,20,8.33,20
5,3,4,3,4,4,4,5,4,5,2,73,28,36,30,20,41.67,40
4,3,4,4,4,4,4,5,5,3,2,90,10,28,30,0,8.33,80
5,5,4,4,5,4,4,5,4,3,3,78,36,46,21.5,0,8.33,60
5,5,3,3,2,4,4,2,3,3,2,75,54,54,39.5,20,16.67,20
5,5,4,4,4,4,4,5,4,3,3,93,36,18,21.5,0,8.33,80
4,3,4,4,4,4,4,2,4,4,4,68,46,28,47,0,8.33,70
4,3,4,4,3,4,4,5,4,5,3,63,46,0,47,0,25,50
4,5,4,4,5,4,4,2,4,3,5,93,0,0,21.5,0,8.33,70
4,3,3,2,3,4,4,2,4,3,3,68,28,18,25.5,0,16.67,10
4,5,4,4,4,4,4,5,4,4,3,88,18,0,30,0,8.33,90
4,3,4,4,5,4,4,5,4,3,3,73,10,28,38.5,0,41.67,50
5,3,3,4,3,5,4,2,4,3,4,48,64,64,30,40,50.01,20
5,3,3,4,5,5,4,2,3,3,4,45,64,64,48,40,16.67,20
5,3,3,4,4,4,4,4,4,4,3,58,82,64,38.5,0,16.67,40
4,3,4,4,4,4,4,5,4,5,2,53,46,28,47,0,25,70
5,3,2,2,4,4,5,2,4,5,3,58,46,18,25.5,0,0,20
5,5,4,2,4,4,4,5,4,5,2,78,36,18,25.5,0,8.33,60
5,5,4,4,5,4,4,2,4,4,4,83,36,18,21.5,0,8.33,60
4,5,4,3,5,4,4,5,3,5,2,45,36,46,65,20,58.34,50
5,5,5,4,5,4,4,3,3,4,3,85,18,18,22.5,20,8.33,40
5,5,3,4,4,4,4,2,4,3,3,83,72,36,21.5,0,0,60
4,4,4,2,4,5,4,2,4,3,2,60,36,46,47,40,25,50
3,5,4,4,5,4,4,3,4,4,3,68,0,28,13,20,41.67,60
5,5,3,2,3,4,4,2,4,3,2,58,72,64,25.5,0,16.67,20
5,4,4,2,4,4,4,5,4,5,3,70,54,64,30,0,8.33,40
5,5,4,4,4,4,4,2,4,3,3,88,36,46,21.5,0,8.33,80
4,3,4,2,2,4,4,2,5,3,2,60,28,28,51,0,8.33,40
5,3,4,4,4,5,4,2,4,3,4,58,46,46,30,40,25,60
4,5,5,4,2,4,4,5,4,3,2,68,18,0,30,20,8.33,50
5,5,2,5,4,5,4,2,4,4,3,68,36,18,8.5,40,0,40
4,3,4,4,4,4,4,5,5,4,2,85,28,28,38.5,0,8.33,80
5,5,2,3,5,4,5,2,3,3,4,75,18,36,22.5,20,16.67,20
5,5,2,2,5,4,4,5,3,3,1,75,18,18,26.5,0,0,20
5,5,3,3,2,4,4,2,4,5,3,73,36,54,13,20,16.67,20
5,5,4,4,4,4,4,5,4,3,3,83,36,18,21.5,0,8.33,80
4,3,4,4,2,4,4,5,4,3,2,88,10,0,38.5,0,8.33,50
5,4,5,3,4,4,4,3,4,5,2,60,54,82,17.5,40,25,20
3,3,4,5,4,5,4,3,5,4,3,75,10,28,17,60,25,50
5,5,3,3,5,4,4,2,4,3,3,63,54,54,13,20,16.67,20
5,3,3,3,4,4,4,5,5,3,1,80,46,54,13,20,16.67,30
4,3,3,3,4,4,4,5,3,5,3,45,46,64,56.5,20,50.01,30
5,4,4,4,3,5,4,2,4,4,4,65,54,64,34.5,40,41.67,40
4,5,4,4,4,4,4,2,3,5,3,85,0,0,39.5,0,8.33,90
5,5,5,5,4,4,4,2,3,3,4,75,18,18,26.5,20,25,40
5,5,4,3,5,4,4,2,4,5,3,73,36,36,21.5,20,25,40
5,3,5,5,5,4,4,2,4,3,3,58,46,46,17,20,8.33,0
4,5,2,2,2,4,4,5,4,5,3,73,0,0,25.5,0,0,30
5,3,4,2,4,5,4,2,4,4,4,78,28,18,25.5,40,8.33,40
5,3,4,4,4,4,4,5,3,5,3,80,28,18,39.5,0,8.33,60
5,5,4,2,5,4,5,3,3,3,2,55,36,46,52,0,25,40
5,3,4,4,5,4,4,5,3,3,2,65,64,46,56.5,0,8.33,40
3,3,4,2,4,5,4,2,4,5,2,48,28,28,34,60,41.67,40
4,5,4,3,4,4,4,5,4,4,2,83,18,18,30,20,25,70
5,5,4,4,4,4,4,2,5,3,3,90,36,18,21.5,0,8.33,90
5,3,4,4,4,4,4,2,4,4,2,88,46,18,30,0,8.33,60
4,3,4,4,4,4,4,5,4,3,2,78,10,28,30,0,8.33,70
3,3,3,2,4,5,4,5,4,5,2,43,64,46,42.5,60,33.34,20
5,5,4,5,5,4,4,2,4,3,4,78,18,18,8.5,0,8.33,40
5,3,2,2,2,4,4,5,3,5,2,35,64,46,69,0,16.67,0
5,5,4,5,2,4,5,3,4,5,2,68,36,18,25.5,0,8.33,40
5,5,4,5,2,4,4,5,4,3,2,83,36,18,25.5,0,8.33,40
4,5,4,2,4,4,4,2,4,5,3,78,0,0,34,0,25,70
5,5,4,4,2,4,4,5,4,5,2,83,36,18,30,0,8.33,60
5,3,5,4,5,4,4,5,4,5,2,68,64,18,30,20,8.33,20
5,5,4,2,4,4,4,2,4,5,4,73,18,18,25.5,0,25,60
5,3,4,2,2,4,4,5,4,5,2,68,46,18,42.5,0,8.33,20
5,5,4,5,3,4,4,2,5,3,4,80,36,18,17,0,25,50
5,3,4,4,5,4,4,5,4,4,3,68,46,46,30,0,8.33,40
4,5,4,4,2,4,4,2,4,3,3,93,0,0,30,0,8.33,70
4,5,4,4,5,4,4,5,3,4,3,80,18,28,48,0,8.33,70
5,5,4,4,2,4,4,3,3,4,2,65,36,46,48,0,8.33,60
5,4,3,3,4,5,4,5,3,5,2,37,90,100,52.5,60,33.34,20
4,3,4,4,3,4,4,2,4,5,3,73,28,0,38.5,0,25,50
4,3,4,4,3,4,4,5,5,3,2,85,28,0,38.5,0,25,60
5,5,4,4,5,4,4,2,4,3,4,88,18,18,13,0,8.33,60
5,5,4,4,4,5,4,5,4,3,2,78,36,18,21.5,40,8.33,80
5,5,3,2,5,4,4,5,3,3,3,80,36,36,26.5,0,0,20
4,3,4,2,5,4,4,5,3,3,2,60,46,0,69,0,8.33,30
5,5,5,5,5,5,4,2,3,3,3,55,36,46,26.5,60,8.33,20
4,5,4,5,3,4,4,2,5,4,5,85,0,0,17,0,25,60
5,3,3,2,4,4,4,3,3,5,2,45,82,64,52,0,0,20
4,5,5,4,2,4,4,2,4,4,4,83,0,0,21.5,20,8.33,50
4,3,4,3,4,4,4,3,5,5,2,80,10,18,30,20,25,60
5,3,4,5,4,4,4,2,4,3,3,73,46,18,25.5,0,8.33,40
5,3,4,4,4,4,4,5,3,4,3,70,64,46,56.5,0,8.33,60
5,5,4,4,5,4,4,5,3,5,3,70,36,46,39.5,0,8.33,60
4,5,5,4,4,4,4,5,4,5,2,78,0,28,13,20,8.33,70
4,5,2,3,2,4,4,5,5,3,1,85,0,18,21.5,20,16.67,40
5,5,4,4,5,4,4,2,4,5,3,73,18,18,21.5,0,25,60
5,3,4,3,3,4,4,5,3,5,2,55,28,64,48,20,58.34,20
4,3,4,2,4,4,4,2,4,3,3,73,28,28,42.5,0,8.33,50
5,3,4,2,4,4,5,5,4,3,3,78,64,18,42.5,0,8.33,40
5,5,4,4,2,4,4,5,3,5,2,75,36,46,48,0,8.33,60
4,5,4,4,4,4,4,5,4,3,2,88,0,0,30,0,25,90
5,5,4,4,4,4,4,5,4,5,2,78,18,18,21.5,0,25,80
5,3,2,3,4,4,4,2,4,5,3,53,64,36,30,20,16.67,20
5,5,4,3,5,4,4,2,3,3,3,80,18,36,31,20,25,40
4,3,4,4,4,4,4,5,4,4,3,88,10,0,30,0,8.33,70
4,5,4,4,4,4,4,2,4,5,3,78,18,0,30,0,8.33,90
4,3,4,4,4,4,4,5,4,5,2,68,28,28,38.5,0,25,70
5,3,3,4,4,4,4,5,3,3,2,55,82,64,48,0,0,40
5,5,4,4,4,4,4,2,3,5,3,55,54,46,56.5,0,25,80
4,3,4,2,3,5,4,2,4,4,5,48,46,28,51,40,41.67,30
4,5,3,5,4,4,5,2,3,5,3,65,18,18,26.5,0,0,50
5,3,4,3,2,4,4,5,3,3,3,70,46,36,56.5,20,25,20
4,3,4,2,4,4,4,5,4,3,2,73,28,0,51,0,25,50
5,5,3,4,4,4,4,5,4,3,2,73,54,36,13,0,0,60
5,5,3,2,4,4,4,4,4,3,3,83,36,36,8.5,0,0,40
4,5,4,2,4,4,4,5,5,3,2,85,0,0,34,0,25,80
4,5,2,2,2,4,4,5,4,5,2,68,0,0,34,0,16.67,30
4,3,4,2,4,4,4,5,4,3,2,68,28,28,42.5,0,8.33,50
5,3,4,5,5,5,4,2,4,3,3,48,46,46,34,40,25,20
5,5,4,2,5,4,4,2,3,3,3,85,18,18,35,0,8.33,40
5,5,4,5,4,4,4,4,4,5,2,83,36,18,17,0,8.33,60
4,4,4,4,4,4,5,5,3,4,2,77,18,46,52.5,0,25,70
5,5,4,4,4,4,4,5,4,3,2,78,54,46,30,0,8.33,80
5,3,4,3,4,4,4,5,4,3,2,73,28,36,21.5,20,25,40
4,3,4,3,5,4,4,2,4,5,3,58,46,18,47,20,25,30
5,4,4,4,5,4,4,2,3,3,3,57,54,64,52.5,0,25,40
5,5,4,4,4,4,4,3,4,4,2,83,36,18,21.5,0,8.33,80
5,5,4,4,4,4,4,2,4,5,4,78,36,18,21.5,0,8.33,80
5,5,4,3,5,4,4,5,3,5,3,60,36,36,48,20,41.67,40
5,5,4,5,4,4,4,2,3,3,4,75,18,46,26.5,0,8.33,60
3,5,4,4,4,4,4,2,5,4,3,90,0,0,13,20,25,90
5,4,4,4,4,4,4,5,4,4,3,60,54,64,34.5,0,25,60
4,5,4,2,4,4,4,5,4,4,2,88,18,0,34,0,8.33,70
5,5,3,2,2,5,4,2,4,5,3,58,72,36,34,40,0,20
4,3,4,3,4,5,4,5,4,5,3,63,10,18,30,60,25,50
5,4,4,4,4,4,4,5,3,3,3,67,54,36,44,0,8.33,60
3,4,4,5,4,5,4,3,3,5,2,37,54,46,56.5,60,58.34,40
4,5,2,5,4,4,4,2,3,4,3,70,18,0,43.5,0,16.67,50
4,5,4,4,4,4,4,5,4,3,2,93,18,0,30,0,8.33,90
4,5,4,5,5,4,4,2,4,3,4,63,18,28,25.5,0,8.33,50
5,3,2,2,5,5,4,2,5,3,5,55,28,46,17,40,0,10
5,3,5,3,5,4,5,2,3,5,3,45,46,36,39.5,40,41.67,0
3,5,4,4,5,4,4,2,3,3,4,70,0,28,31,20,25,60
5,3,2,4,2,5,4,3,4,5,3,58,46,46,30,40,0,20
5,3,4,5,4,5,4,2,4,3,4,68,28,46,17,40,8.33,40
5,5,4,2,5,4,4,5,4,3,2,73,36,18,34,0,25,40
4,3,4,4,4,4,4,2,4,4,4,83,10,0,30,0,8.33,70
5,5,4,4,4,4,4,3,4,4,2,73,54,18,38.5,0,25,80
5,5,4,4,5,4,4,2,5,3,4,90,18,18,13,0,8.33,70
5,3,4,4,4,4,4,2,4,3,5,83,46,18,30,0,8.33,60
5,3,4,4,4,4,5,5,4,5,3,58,46,46,38.5,0,25,60
5,5,4,4,2,4,4,3,4,5,3,63,36,18,38.5,0,25,60
4,5,5,4,5,4,4,2,4,3,4,78,0,0,13,20,8.33,50
5,5,4,2,2,4,4,3,4,3,2,83,18,18,25.5,0,8.33,40
5,5,3,2,4,5,4,2,3,3,2,65,54,36,35,40,0,40
5,5,4,4,5,4,4,2,4,3,5,88,18,18,13,0,8.33,60
4,3,4,4,2,4,4,5,4,4,2,73,28,0,55.5,0,25,50
5,5,3,5,4,5,4,2,4,3,3,68,54,64,8.5,40,0,40
5,5,4,4,5,4,4,2,3,4,4,80,18,46,31,0,8.33,60
4,5,4,4,4,4,4,2,4,3,4,93,0,0,21.5,0,8.33,90
5,3,4,4,4,4,4,2,4,3,3,78,46,18,38.5,0,25,60
5,5,4,4,5,4,4,5,4,4,4,88,18,18,13,0,8.33,60
4,5,4,4,4,4,4,2,4,4,3,88,0,28,21.5,0,8.33,90
3,5,4,4,3,4,4,2,4,4,4,78,18,0,21.5,20,41.67,60
5,3,4,2,4,4,4,5,4,4,2,78,28,46,25.5,0,8.33,40
5,3,4,4,4,4,4,5,4,5,2,63,46,18,38.5,0,25,60
5,4,2,2,2,5,4,5,4,5,2,50,72,36,38.5,40,0,0
4,5,4,4,4,4,4,5,4,3,3,98,0,0,21.5,0,8.33,90
5,5,4,5,3,5,4,2,4,3,4,63,54,46,25.5,40,25,40
4,5,4,4,5,4,4,2,4,4,4,88,0,0,21.5,0,8.33,70
5,4,4,3,4,5,4,5,4,5,3,50,54,82,26,60,41.67,40
4,3,4,4,4,4,4,2,4,4,3,73,10,28,30,0,8.33,70
4,3,4,2,4,4,4,5,4,3,2,78,46,0,51,0,8.33,50
5,5,5,4,5,4,4,2,4,3,3,73,54,18,30,20,25,40
4,5,3,5,4,4,4,5,3,5,2,60,36,46,35,0,0,50
5,3,4,4,4,4,4,5,4,3,3,73,46,46,38.5,0,25,60
4,5,4,4,4,4,5,5,4,3,2,78,18,0,30,0,8.33,90
4,3,4,2,4,4,4,2,3,5,3,65,28,0,60.5,0,8.33,50
5,3,4,3,5,4,4,5,4,3,2,78,28,36,21.5,20,25,20
5,3,4,4,4,4,4,2,4,4,3,68,46,18,30,0,25,60
5,3,4,4,4,4,4,5,5,5,2,65,46,46,38.5,0,25,70
4,3,4,4,4,5,4,5,4,3,3,68,28,28,38.5,40,8.33,70
5,5,4,5,5,5,4,2,3,3,3,60,36,18,35,40,25,40
5,5,4,2,4,4,4,5,4,3,2,78,36,18,25.5,0,8.33,60
4,5,4,4,5,4,4,5,3,4,2,70,18,28,56.5,0,25,70
5,5,4,4,4,4,4,5,5,5,2,90,18,18,13,0,8.33,90
5,5,5,3,4,4,4,5,5,5,3,85,18,36,4.5,40,25,50
4,5,4,4,4,4,4,2,4,5,5,88,0,0,21.5,0,8.33,90
5,5,2,3,2,5,4,2,3,5,3,35,54,64,48,60,33.34,20
4,3,4,4,3,4,4,5,4,5,3,53,46,28,47,0,25,50
4,5,4,3,4,4,4,5,4,5,2,83,0,18,21.5,20,25,70
4,5,4,4,5,4,4,5,4,3,2,88,0,0,21.5,0,8.33,70
3,5,3,2,4,4,4,5,4,3,1,88,18,18,8.5,20,16.67,40
5,3,4,3,4,5,4,5,4,3,2,68,46,36,30,60,25,40
3,3,5,3,5,4,4,2,4,3,3,58,28,46,21.5,60,41.67,0
4,5,4,3,4,4,4,2,4,4,3,83,0,18,21.5,20,25,70
5,5,5,2,4,4,4,2,4,3,3,88,18,18,8.5,20,8.33,40
4,5,4,3,5,5,4,2,3,5,3,40,36,46,65,60,58.34,50
5,5,4,5,4,4,4,2,4,5,2,78,36,18,17,0,8.33,60
4,4,4,4,4,5,4,5,4,5,3,60,18,46,34.5,40,25,70
5,4,3,5,3,5,4,2,3,5,4,32,72,54,39.5,40,50.01,0
5,4,4,4,4,4,4,4,4,5,3,65,54,36,34.5,0,25,60
4,5,4,2,4,5,4,2,3,3,3,55,18,28,60.5,40,25,70
5,4,4,4,4,4,4,5,4,3,3,75,54,64,34.5,0,25,60
5,5,4,4,5,4,4,2,3,3,3,80,36,18,39.5,0,8.33,60
5,5,4,2,4,4,4,2,3,5,4,70,36,18,43.5,0,8.33,60
4,3,4,2,2,4,4,5,4,5,2,58,28,0,51,0,8.33,30
